Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A9E0SEV6	unreviewed	Corrinoid adenosyltransferase	1977087	Pseudomonadota bacterium	185	IPR029499	4..180
A0A9E0SJ54	unreviewed	Corrinoid adenosyltransferase	1977087	Pseudomonadota bacterium	193	IPR029499	4..174
A0A9E0SR01	unreviewed	Corrinoid adenosyltransferase	1977087	Pseudomonadota bacterium	191	IPR029499	3..169
A0A9E0T283	unreviewed	Corrinoid adenosyltransferase	1977087	Pseudomonadota bacterium	184	IPR029499	4..179
A0A9E0TJ94	unreviewed	Corrinoid adenosyltransferase	2026799	Verrucomicrobiota bacterium	176	IPR029499	4..175
A0A9E0U4X3	unreviewed	Corrinoid adenosyltransferase	1977087	Pseudomonadota bacterium	182	IPR029499	4..180
A0A9E0U8E0	unreviewed	Cobalamin adenosyltransferase	1898103	Rhodocyclaceae bacterium	184	IPR029499	4..179
A0A9E0ULW8	unreviewed	Corrinoid adenosyltransferase	1872444	Alistipes sp.	185	IPR029499	2..181
A0A9E0VDY4	unreviewed	Corrinoid adenosyltransferase	1978231	Acidobacteriota bacterium	190	IPR029499	2..177
A0A9E0VJK7	unreviewed	Corrinoid adenosyltransferase	2053517	Bdellovibrionales bacterium	174	IPR029499	2..170
A0A9E0VVU0	unreviewed	Corrinoid adenosyltransferase	1486281	Roseovarius sp.	190	IPR029499	5..184
A0A9E0VWR5	unreviewed	Corrinoid adenosyltransferase	2024830	Cycloclasticus sp.	189	IPR029499	4..180
A0A9E0X572	unreviewed	Corrinoid adenosyltransferase	1977087	Pseudomonadota bacterium	191	IPR029499	4..179
A0A9E0X9Y9	unreviewed	Corrinoid adenosyltransferase	1977087	Pseudomonadota bacterium	184	IPR029499	4..178
A0A9E0Y3A4	unreviewed	Corrinoid adenosyltransferase	1898104	Bacteroidota bacterium	186	IPR029499	2..183
A0A9E0YSC5	unreviewed	Corrinoid adenosyltransferase	2448046	Wenzhouxiangellaceae bacterium	183	IPR029499	4..179
A0A9E1A5U0	unreviewed	Corrinoid adenosyltransferase	1869337	Parabacteroides sp.	187	IPR029499	2..183
A0A9E1A740	unreviewed	Corrinoid adenosyltransferase	1869337	Parabacteroides sp.	188	IPR029499	2..180
A0A9E1EAR4	unreviewed	Corrinoid adenosyltransferase	29523	Bacteroides sp.	196	IPR029499	3..181
A0A9E1EEN9	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1898207	Clostridiales bacterium	348	IPR029499	2..169
A0A9E1F2Z0	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1898207	Clostridiales bacterium	325	IPR029499	2..169
A0A9E1I1A2	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2831996	Eubacteriales bacterium	308	IPR029499	3..163
A0A9E1JG59	unreviewed	Corrinoid adenosyltransferase	1869227	bacterium	182	IPR029499	2..177
A0A9E1KWS1	unreviewed	Corrinoid adenosyltransferase	2026735	Deltaproteobacteria bacterium	190	IPR029499	2..186
A0A9E1LE75	unreviewed	Corrinoid adenosyltransferase	2026760	Neomarinimicrobiota bacterium	179	IPR029499	2..179
A0A9E1NB72	unreviewed	Corrinoid adenosyltransferase	1898112	Rhodospirillaceae bacterium	187	IPR029499	3..181
A0A9E1NN68	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	78	IPR029499	3..77
A0A9E1NNR1	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	158	IPR029499	1..156
A0A9E1Q1N7	unreviewed	Corrinoid adenosyltransferase	1898112	Rhodospirillaceae bacterium	197	IPR029499	3..192
A0A9E1Q688	unreviewed	Corrinoid adenosyltransferase	2026778	Phycisphaerae bacterium	176	IPR029499	3..169
A0A9E1QJ32	unreviewed	Corrinoid adenosyltransferase	1898112	Rhodospirillaceae bacterium	194	IPR029499	3..187
A0A9E1R0H1	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	188	IPR029499	3..180
A0A9E1R5L0	unreviewed	Corrinoid adenosyltransferase	1977087	Pseudomonadota bacterium	182	IPR029499	4..180
A0A9E1RWA0	unreviewed	Corrinoid adenosyltransferase	1898112	Rhodospirillaceae bacterium	184	IPR029499	3..178
A0A9E1SD53	unreviewed	Corrinoid adenosyltransferase	2021391	Flavobacteriales bacterium	182	IPR029499	2..178
A0A9E1T513	unreviewed	Corrinoid adenosyltransferase	1929288	Tateyamaria sp.	193	IPR029499	5..184
A0A9E1TNL7	unreviewed	Corrinoid adenosyltransferase	2024894	Acidimicrobiaceae bacterium	196	IPR029499	3..173
A0A9E1TWB7	unreviewed	Corrinoid adenosyltransferase	2026760	Neomarinimicrobiota bacterium	178	IPR029499	2..177
A0A9E1UAS7	unreviewed	Corrinoid adenosyltransferase	2026717	Candidatus Magasanikbacteria bacterium	179	IPR029499	2..177
A0A9E1VSF6	unreviewed	Corrinoid adenosyltransferase	1977087	Pseudomonadota bacterium	147	IPR029499	1..138
A0A9E1WNW6	unreviewed	Corrinoid adenosyltransferase	1898112	Rhodospirillaceae bacterium	187	IPR029499	4..181
A0A9E1WP76	unreviewed	Corrinoid adenosyltransferase	2664180	Kordiimonadaceae bacterium	188	IPR029499	3..181
A0A9E1X5R1	unreviewed	Corrinoid adenosyltransferase	2026719	Candidatus Puniceispirillum sp.	194	IPR029499	3..186
A0A9E1Y5B3	unreviewed	Corrinoid adenosyltransferase	2026760	Neomarinimicrobiota bacterium	179	IPR029499	2..179
A0A9E1YXE0	unreviewed	Corrinoid adenosyltransferase	2026778	Phycisphaerae bacterium	176	IPR029499	3..169
A0A9E1ZRH7	unreviewed	Corrinoid adenosyltransferase	2052143	Anaerolineae bacterium	180	IPR029499	2..175
A0A9E1ZWY3	unreviewed	Corrinoid adenosyltransferase	2026786	Rhodospirillales bacterium	186	IPR029499	3..181
A0A9E2A0C3	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	184	IPR029499	4..178
A0A9E2AAT9	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	183	IPR029499	4..181
A0A9E2ADS5	unreviewed	Corrinoid adenosyltransferase	2080302	Acidimicrobiia bacterium	190	IPR029499	2..181
A0A9E2AI35	unreviewed	Corrinoid adenosyltransferase	2044936	Bacteroidia bacterium	183	IPR029499	2..178
A0A9E2ARG8	unreviewed	Corrinoid adenosyltransferase	2044936	Bacteroidia bacterium	191	IPR029499	2..186
A0A9E2BM59	unreviewed	Corrinoid adenosyltransferase	1898207	Clostridiales bacterium	189	IPR029499	2..179
A0A9E2BT64	unreviewed	Cobalamin adenosyltransferase	50421	Rhodoferax sp.	192	IPR029499	4..170
A0A9E2C7Q2	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	188	IPR029499	4..179
A0A9E2CQK1	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	100	IPR029499	4..82
A0A9E2D9Y6	unreviewed	Corrinoid adenosyltransferase	1898104	Bacteroidota bacterium	184	IPR029499	2..181
A0A9E2ERU0	unreviewed	Corrinoid adenosyltransferase	1897614	Maribacter sp.	191	IPR029499	2..185
A0A9E2FQ34	unreviewed	Corrinoid adenosyltransferase	2026780	Planctomycetota bacterium	157	IPR029499	2..152
A0A9E2G396	unreviewed	Corrinoid adenosyltransferase	2818507	Myxococcota bacterium	185	IPR029499	3..176
A0A9E2G8U6	unreviewed	Corrinoid adenosyltransferase	1879010	Bacillota bacterium	165	IPR029499	2..163
A0A9E2GTQ9	unreviewed	Corrinoid adenosyltransferase	2818507	Myxococcota bacterium	185	IPR029499	3..176
A0A9E2H437	unreviewed	Corrinoid adenosyltransferase	1898104	Bacteroidota bacterium	171	IPR029499	2..171
A0A9E2HJQ2	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	190	IPR029499	5..184
A0A9E2HW52	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	167	IPR029499	2..166
A0A9E2IHB7	unreviewed	Corrinoid adenosyltransferase	2052139	Patescibacteria bacterium	182	IPR029499	3..175
A0A9E2J8F6	unreviewed	Corrinoid adenosyltransferase	1898104	Bacteroidota bacterium	183	IPR029499	2..180
A0A9E2JKZ3	unreviewed	Corrinoid adenosyltransferase	2052139	Patescibacteria bacterium	190	IPR029499	2..178
A0A9E2JZD4	unreviewed	Cobalamin adenosyltransferase	1907725	Limnohabitans sp.	193	IPR029499	4..179
A0A9E2K4T7	unreviewed	Corrinoid adenosyltransferase	1785	Mycobacterium sp.	199	IPR029499	4..178
A0A9E2KA86	unreviewed	Corrinoid adenosyltransferase	2518609	Candidatus Nanopelagicaceae bacterium	190	IPR029499	4..180
A0A9E2KIE0	unreviewed	Corrinoid adenosyltransferase	2838471	Candidatus Bacteroides intestinipullorum	190	IPR029499	3..187
A0A9E2KPZ2	unreviewed	Corrinoid adenosyltransferase	2838636	Candidatus Lactobacillus pullistercoris	184	IPR029499	3..176
A0A9E2L5R7	unreviewed	Corrinoid adenosyltransferase	2838725	Candidatus Paraprevotella stercoravium	189	IPR029499	3..186
A0A9E2LUV7	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	183	IPR029499	4..179
A0A9E2MFE7	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	181	IPR029499	3..175
A0A9E2MRT1	unreviewed	Corrinoid adenosyltransferase	2035772	Omnitrophica bacterium	169	IPR029499	2..168
A0A9E2N8U0	unreviewed	Corrinoid adenosyltransferase	2841564	Citreicella sp. C3M06	190	IPR029499	5..184
A0A9E2P1E8	unreviewed	Corrinoid adenosyltransferase	2838725	Candidatus Paraprevotella stercoravium	187	IPR029499	2..181
A0A9E2QUS4	unreviewed	Cobalamin adenosyltransferase	1891241	Betaproteobacteria bacterium	185	IPR029499	4..179
A0A9E2R526	unreviewed	Corrinoid adenosyltransferase	2026799	Verrucomicrobiota bacterium	175	IPR029499	2..175
A0A9E2RIX2	unreviewed	Corrinoid adenosyltransferase	2026887	Nitrospirota bacterium	196	IPR029499	2..191
A0A9E2RXI6	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	188	IPR029499	4..179
A0A9E2S424	unreviewed	Corrinoid adenosyltransferase	1971895	Thermomonas sp.	183	IPR029499	4..179
A0A9E2S5H2	unreviewed	Corrinoid adenosyltransferase	2851599	Pinibacter aurantiacus	186	IPR029499	3..183
A0A9E2U1Q4	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	187	IPR029499	3..182
A0A9E2U2K5	unreviewed	Corrinoid adenosyltransferase	2900548	Actinomycetota bacterium	222	IPR029499	37..219
A0A9E2UST3	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	177	IPR029499	2..176
A0A9E2VQ34	unreviewed	Corrinoid adenosyltransferase	2026780	Planctomycetota bacterium	198	IPR029499	3..193
A0A9E2VUW3	unreviewed	Corrinoid adenosyltransferase	376	Bradyrhizobium sp.	192	IPR029499	5..184
A0A9E2W2R7	unreviewed	Corrinoid adenosyltransferase	1978231	Acidobacteriota bacterium	183	IPR029499	2..169
A0A9E2WZ97	unreviewed	Corrinoid adenosyltransferase	2026887	Nitrospirota bacterium	198	IPR029499	2..191
A0A9E2X0K4	unreviewed	Corrinoid adenosyltransferase	2099675	Cyclobacteriaceae bacterium	183	IPR029499	3..182
A0A9E2XAA9	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	187	IPR029499	3..181
A0A9E2XEX9	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	197	IPR029499	4..191
A0A9E2XVY8	unreviewed	Cobalamin adenosyltransferase	1971397	Roseateles sp.	185	IPR029499	4..171
A0A9E2XYH9	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	59	IPR029499	3..54
A0A9E2Y6X9	unreviewed	Corrinoid adenosyltransferase	3107663	Vulcanimicrobiota bacterium	199	IPR029499	3..191
A0A9E2YNZ7	unreviewed	Corrinoid adenosyltransferase	2052142	Acidobacteriaceae bacterium	203	IPR029499	9..196
A0A9E2Z733	unreviewed	Corrinoid adenosyltransferase	1930788	Kutzneria sp.	190	IPR029499	4..179
A0A9E2ZK17	unreviewed	Corrinoid adenosyltransferase	1909295	Solirubrobacterales bacterium	185	IPR029499	4..176
A0A9E2ZPF4	unreviewed	Corrinoid adenosyltransferase	2448780	Mycobacteriaceae bacterium	194	IPR029499	4..180
A0A9E3A0G1	unreviewed	Corrinoid adenosyltransferase	2339230	Streptosporangiaceae bacterium	199	IPR029499	10..192
A0A9E3AM31	unreviewed	Corrinoid adenosyltransferase	1978230	Caulobacteraceae bacterium	188	IPR029499	3..181
A0A9E3AXM9	unreviewed	Corrinoid adenosyltransferase	1909294	Hyphomicrobiales bacterium	193	IPR029499	5..187
A0A9E3BLQ7	unreviewed	Corrinoid adenosyltransferase	1785	Mycobacterium sp.	196	IPR029499	4..178
A0A9E3C2A2	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	189	IPR029499	3..183
A0A9E3C9Q8	unreviewed	Corrinoid adenosyltransferase	2033014	Armatimonadota bacterium	185	IPR029499	2..180
A0A9E3D2H5	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	187	IPR029499	3..181
A0A9E3DDZ5	unreviewed	Corrinoid adenosyltransferase	1785	Mycobacterium sp.	194	IPR029499	4..179
A0A9E3DKH2	unreviewed	Corrinoid adenosyltransferase	376	Bradyrhizobium sp.	190	IPR029499	5..184
A0A9E3E5L4	unreviewed	Cobalamin adenosyltransferase	1891241	Betaproteobacteria bacterium	184	IPR029499	4..179
A0A9E3EX61	unreviewed	Corrinoid adenosyltransferase	2740538	Ktedonobacteraceae bacterium	180	IPR029499	2..174
A0A9E3FE33	unreviewed	Corrinoid adenosyltransferase	1978231	Acidobacteriota bacterium	192	IPR029499	2..177
A0A9E3FGI6	unreviewed	Corrinoid adenosyltransferase	2654182	Frankiaceae bacterium	202	IPR029499	4..189
A0A9E3FLY2	unreviewed	Corrinoid adenosyltransferase	376	Bradyrhizobium sp.	187	IPR029499	4..182
A0A9E3FWB8	unreviewed	Corrinoid adenosyltransferase	376	Bradyrhizobium sp.	190	IPR029499	5..184
A0A9E3G511	unreviewed	Corrinoid adenosyltransferase	2026799	Verrucomicrobiota bacterium	182	IPR029499	2..176
A0A9E3G9T0	unreviewed	Corrinoid adenosyltransferase	1785	Mycobacterium sp.	194	IPR029499	4..179
A0A9E3GXX1	unreviewed	Corrinoid adenosyltransferase	1977087	Pseudomonadota bacterium	188	IPR029499	5..182
A0A9E3ICV6	unreviewed	Corrinoid adenosyltransferase	1872635	Arenimonas sp.	192	IPR029499	3..186
A0A9E3ILL4	unreviewed	Corrinoid adenosyltransferase	2026799	Verrucomicrobiota bacterium	176	IPR029499	2..174
A0A9E3JNF7	unreviewed	Corrinoid adenosyltransferase	2006849	Lysobacterales bacterium	185	IPR029499	4..179
A0A9E3JTT1	unreviewed	Cobalamin adenosyltransferase	1882437	Massilia sp.	184	IPR029499	4..179
A0A9E3K1K4	unreviewed	Cobalamin adenosyltransferase	1882437	Massilia sp.	184	IPR029499	4..179
A0A9E3KAB3	unreviewed	Corrinoid adenosyltransferase	2202734	Saprospiraceae bacterium	184	IPR029499	2..182
A0A9E3KS55	unreviewed	Corrinoid adenosyltransferase	2021391	Flavobacteriales bacterium	182	IPR029499	2..180
A0A9E3MLK0	unreviewed	Corrinoid adenosyltransferase	2282150	Caulobacterales bacterium	194	IPR029499	4..186
A0A9E3MV58	unreviewed	Corrinoid adenosyltransferase	1931	Streptomyces sp.	190	IPR029499	4..181
A0A9E3NG65	unreviewed	Corrinoid adenosyltransferase	2099675	Cyclobacteriaceae bacterium	182	IPR029499	2..179
A0A9E3NKL3	unreviewed	Corrinoid adenosyltransferase	2099675	Cyclobacteriaceae bacterium	182	IPR029499	2..179
A0A9E3NYF5	unreviewed	Corrinoid adenosyltransferase	1971228	Labilithrix sp.	193	IPR029499	2..187
A0A9E3PHZ6	unreviewed	Corrinoid adenosyltransferase	1953771	Chelatococcus sp.	193	IPR029499	3..187
A0A9E3PXB6	unreviewed	Corrinoid adenosyltransferase	28214	Sphingomonas sp.	189	IPR029499	3..183
A0A9E3Q1R3	unreviewed	Corrinoid adenosyltransferase	2499141	Verrucomicrobiia bacterium	190	IPR029499	2..178
A0A9E3QKM7	unreviewed	Corrinoid adenosyltransferase	2691532	Isosphaeraceae bacterium	182	IPR029499	2..179
A0A9E3R2C8	unreviewed	Corrinoid adenosyltransferase	2026741	Gemmatimonadaceae bacterium	183	IPR029499	3..183
A0A9E3R6U1	unreviewed	Corrinoid adenosyltransferase	2484252	Myxococcaceae bacterium	184	IPR029499	2..179
A0A9E3RI32	unreviewed	Corrinoid adenosyltransferase	2448779	Chitinophagales bacterium	183	IPR029499	2..179
A0A9E3RQ31	unreviewed	Corrinoid adenosyltransferase	1898104	Bacteroidota bacterium	186	IPR029499	3..182
A0A9E3SQ81	unreviewed	Cobalamin adenosyltransferase	1891238	Burkholderiales bacterium	144	IPR029499	4..141
A0A9E3T774	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1755	Thermoanaerobacter sp.	333	IPR029499	2..177
A0A9E3TG10	unreviewed	Corrinoid adenosyltransferase	2081523	Terriglobia bacterium	187	IPR029499	3..185
A0A9E3TQZ6	unreviewed	Corrinoid adenosyltransferase	2053591	Planctomycetales bacterium	182	IPR029499	2..179
A0A9E3TXH4	unreviewed	Corrinoid adenosyltransferase	2053591	Planctomycetales bacterium	72	IPR029499	2..72
A0A9E3ULJ2	unreviewed	Corrinoid adenosyltransferase	28214	Sphingomonas sp.	189	IPR029499	3..176
A0A9E3VR81	unreviewed	Corrinoid adenosyltransferase	2030809	Hydrogenedentota bacterium	196	IPR029499	3..184
A0A9E3W109	unreviewed	Corrinoid adenosyltransferase	2026780	Planctomycetota bacterium	185	IPR029499	2..180
A0A9E3WRM7	unreviewed	Corrinoid adenosyltransferase	2053591	Planctomycetales bacterium	193	IPR029499	3..186
A0A9E3Y6D8	unreviewed	Corrinoid adenosyltransferase	2201156	Acidimicrobiales bacterium	181	IPR029499	2..172
A0A9E3YSN7	unreviewed	Corrinoid adenosyltransferase	1891229	Pseudomonadales bacterium	182	IPR029499	4..181
A0A9E3Z7G5	unreviewed	Corrinoid adenosyltransferase	2448052	Geminicoccaceae bacterium	118	IPR029499	1..113
A0A9E3Z807	unreviewed	Corrinoid adenosyltransferase	2448052	Geminicoccaceae bacterium	75	IPR029499	3..74
A0A9E4A0K8	unreviewed	Corrinoid adenosyltransferase	1977087	Pseudomonadota bacterium	187	IPR029499	2..182
A0A9E4A4A4	unreviewed	Corrinoid adenosyltransferase	2026781	Poribacteria bacterium	187	IPR029499	2..180
A0A9E4AND7	unreviewed	Corrinoid adenosyltransferase	2026734	Dehalococcoidia bacterium	191	IPR029499	6..181
A0A9E4ANZ8	unreviewed	Corrinoid adenosyltransferase	1891229	Pseudomonadales bacterium	180	IPR029499	4..172
A0A9E4AY74	unreviewed	Corrinoid adenosyltransferase	2026781	Poribacteria bacterium	184	IPR029499	2..181
A0A9E4BKR3	unreviewed	Corrinoid adenosyltransferase	1891229	Pseudomonadales bacterium	172	IPR029499	1..163
A0A9E4C084	unreviewed	Corrinoid adenosyltransferase	2053570	Latescibacterota bacterium	188	IPR029499	4..179
A0A9E4C6H7	unreviewed	Corrinoid adenosyltransferase	2026769	Nitrospinota bacterium	108	IPR029499	16..102
A0A9E4C8T2	unreviewed	Corrinoid adenosyltransferase	2053591	Planctomycetales bacterium	61	IPR029499	1..48
A0A9E4E2N1	unreviewed	Corrinoid adenosyltransferase	2026742	Gemmatimonadota bacterium	183	IPR029499	2..181
A0A9E4E5G2	unreviewed	Corrinoid adenosyltransferase	2026781	Poribacteria bacterium	180	IPR029499	2..179
A0A9E4EFU4	unreviewed	Corrinoid adenosyltransferase	1891229	Pseudomonadales bacterium	194	IPR029499	5..177
A0A9E4F4N2	unreviewed	Corrinoid adenosyltransferase	2026742	Gemmatimonadota bacterium	224	IPR029499	2..219
A0A9E4FF93	unreviewed	Corrinoid adenosyltransferase	1891229	Pseudomonadales bacterium	189	IPR029499	4..176
A0A9E4FLY0	unreviewed	Corrinoid adenosyltransferase	2026734	Dehalococcoidia bacterium	186	IPR029499	4..179
A0A9E4FTF5	unreviewed	Corrinoid adenosyltransferase	2614250	Caldilineaceae bacterium	188	IPR029499	3..185
A0A9E4FUT8	unreviewed	Corrinoid adenosyltransferase	2026734	Dehalococcoidia bacterium	188	IPR029499	8..180
A0A9E4GBE7	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	191	IPR029499	3..180
A0A9E4GND9	unreviewed	Corrinoid adenosyltransferase	2052143	Anaerolineae bacterium	178	IPR029499	2..176
A0A9E4H0V3	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	183	IPR029499	1..177
A0A9E4H431	unreviewed	Corrinoid adenosyltransferase	2021391	Flavobacteriales bacterium	182	IPR029499	2..178
A0A9E4HCI9	unreviewed	Corrinoid adenosyltransferase	2268192	Chlorobiota bacterium	196	IPR029499	2..182
A0A9E4HUX6	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	191	IPR029499	3..186
A0A9E4I019	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	189	IPR029499	4..181
A0A9E4I564	unreviewed	Corrinoid adenosyltransferase	1904441	Paracoccaceae bacterium	193	IPR029499	4..184
A0A9E4INN7	unreviewed	Corrinoid adenosyltransferase	1978231	Acidobacteriota bacterium	179	IPR029499	3..179
A0A9E4J3D6	unreviewed	Corrinoid adenosyltransferase	1978231	Acidobacteriota bacterium	186	IPR029499	3..183
A0A9E4JC97	unreviewed	Corrinoid adenosyltransferase	2026763	Myxococcales bacterium	194	IPR029499	3..190
A0A9E4KL28	unreviewed	Corrinoid adenosyltransferase	2026734	Dehalococcoidia bacterium	198	IPR029499	8..181
A0A9E4KW08	unreviewed	Corrinoid adenosyltransferase	2052143	Anaerolineae bacterium	182	IPR029499	2..179
A0A9E4L1I0	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	187	IPR029499	4..181
A0A9E4LAN3	unreviewed	Corrinoid adenosyltransferase	2614253	Desulfurellaceae bacterium	210	IPR029499	4..193
A0A9E4LIS4	unreviewed	Corrinoid adenosyltransferase	2026734	Dehalococcoidia bacterium	196	IPR029499	3..184
A0A9E4LTK9	unreviewed	Corrinoid adenosyltransferase	1978231	Acidobacteriota bacterium	179	IPR029499	2..179
A0A9E4Q1T2	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	191	IPR029499	4..181
A0A9E4Q3L9	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	188	IPR029499	2..174
A0A9E4QIK8	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	193	IPR029499	4..191
A0A9E4R384	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	66	IPR029499	1..57
A0A9E4RLW8	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	181	IPR029499	1..167
A0A9E4SSX7	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	188	IPR029499	2..174
A0A9E4UQF4	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	85	IPR029499	1..77
A0A9E4V4H9	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	177	IPR029499	7..177
